name;avg_pds;best_pds;DS;NA;MW;inchikey;smiles
KKCARL.xaa_ZINC000008830540_10;-11.0747579;-11.5893755;-10.793;82;784.85;FRVYAXVAAPPAOV-NYMLMHFISA-L;[H]C1=C([H])c2c([H])c(S(=O)(=O)[O-])c([H])c(S(=O)(=O)[O-])c2/C(=N/N([H])c2c([H])c([H])c(-c3c([H])c([H])c(/N=N/c4c([H])c([H])c(OS(=O)(=O)c5c([H])c([H])c(C([H])([H])[H])c([H])c5[H])c([H])c4[H])c(C([H])([H])[H])c3[H])c([H])c2C([H])([H])[H])C1=O
KKCARL.xaa_ZINC000100031715_12;-10.377285600000002;-10.816272;-10.126;60;519.521;CYVFGXHODMHJSP-UHFFFAOYSA-L;[H]/C(=N\c1c([H])c([H])c(/N=C(\[H])c2c(C([H])([H])[H])[n-]n(-c3c([H])c([H])c([H])c([H])c3[H])c2=O)c([N+](=O)[O-])c1[H])c1c(C([H])([H])[H])[n-]n(-c2c([H])c([H])c([H])c([H])c2[H])c1=O
KKCARL.xaa_ZINC000100045197_15;-10.4807586;-10.839033;-12.776;66;621.488;CRGRJAINIBSFFS-UHFFFAOYSA-L;[H]c1c([H])c([H])c(-n2[n-]c(C([H])([H])[H])c(/N=N/c3c([H])c([H])c(-c4c([H])c([H])c(/N=N/c5c(C([H])([H])[H])[n-]n(-c6c([H])c([H])c([H])c([H])c6[H])c5=O)c(Cl)c4[H])c([H])c3Cl)c2=O)c([H])c1[H]
KKCARL.xaa_ZINC000100045205_16;-10.4807586;-10.839033;-12.774;66;621.488;CRGRJAINIBSFFS-UHFFFAOYSA-L;[H]c1c([H])c([H])c(-n2[n-]c(C([H])([H])[H])c(/N=N/c3c([H])c([H])c(-c4c([H])c([H])c(/N=N/c5c(C([H])([H])[H])[n-]n(-c6c([H])c([H])c([H])c([H])c6[H])c5=O)c(Cl)c4[H])c([H])c3Cl)c2=O)c([H])c1[H]
KKCARL.xaa_ZINC000100045209_17;-10.4807586;-10.839033;-12.776;66;621.488;CRGRJAINIBSFFS-UHFFFAOYSA-L;[H]c1c([H])c([H])c(-n2[n-]c(C([H])([H])[H])c(/N=N/c3c([H])c([H])c(-c4c([H])c([H])c(/N=N/c5c(C([H])([H])[H])[n-]n(-c6c([H])c([H])c([H])c([H])c6[H])c5=O)c(Cl)c4[H])c([H])c3Cl)c2=O)c([H])c1[H]
KKCARL.xaa_ZINC000256081129_67;-10.249257;-11.027861;-9.708;67;640.721;XBPAOWDSWITNCH-JWTBXLROSA-L;[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c([H])c1/N=N/c1c([H])c([H])c(Sc2c([H])c([H])c(/N=N/c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3[H])c([H])c2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1[H]
KKCARL.xaa_ZINC000256124615_68;-12.3820804;-13.168048;-11.615;82;864.874;XFUDRSZJCBDNPN-QYGUTFKISA-J;[H]c1c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c4c([H])c([H])c([H])c(S(=O)(=O)[O-])c4c3[H])c(C([H])([H])[H])c2[H])c([H])c(C([H])([H])[H])c1/N=N/c1c([H])c(S(=O)(=O)[O-])c2c([H])c([H])c([H])c(S(=O)(=O)[O-])c2c1[H]
KKCARL.xaa_ZINC000256271658_69;-10.5321672;-10.996217;-11.659;77;755.812;KZKGWVLEJATMQM-DEPRKFIZSA-L;[H]c1c([H])c(OS(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1/N=N/c1c([H])c([H])c(-c2c([H])c([H])c(/N=N/c3c(N([H])[H])c(S(=O)(=O)[O-])c([H])c4c([H])c(S(=O)(=O)[O-])c([H])c([H])c34)c([H])c2[H])c([H])c1[H]
KKCARL.xaa_ZINC000257347355_72;-11.8779586;-12.235495;-11.799;78;808.812;FZGYDRMMZZMMDK-PEKBXLOJSA-K;[H]Oc1c(/N=N/c2c([H])c([H])c(/N=N/c3c([H])c([H])c(/N=N/c4c([H])c([H])c([H])c([H])c4[H])c4c([H])c(S(=O)(=O)[O-])c([H])c([H])c34)c3c([H])c(S(=O)(=O)[O-])c([H])c([H])c23)c(S(=O)(=O)[O-])c([H])c2c([H])c([H])c(N([H])[H])c([H])c12
KKCARL.xaa_ZINC000257347321_75;-11.5943564;-12.327713;-11.917;76;710.75;DZXPRYUVRGUYGO-HVMBLDELSA-L;[H]c1c([H])c(-c2c([H])c([H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c4c([H])c([H])c([H])c([H])c4c3N([H])[H])c(OC([H])([H])[H])c2[H])c([H])c(OC([H])([H])[H])c1/N=N/c1c([H])c(S(=O)(=O)[O-])c2c([H])c([H])c([H])c([H])c2c1N([H])[H]
KKCARL.xaa_ZINC000257347209_77;-10.8436482;-11.102247;-12.307;67;651.682;ZHCUOLJAFWMJBG-WGLWARDCSA-L;[H]C1=C([H])c2c([H])c(S(=O)(=O)[O-])c([H])c([H])c2/C(=N/N([H])c2c([H])c([H])c(/N=N/c3c([H])c([H])c(N([H])c4c([H])c([H])c([H])c([H])c4[H])c(S(=O)(=O)[O-])c3[H])c3c([H])c([H])c([H])c([H])c23)C1=O
KKCARL.xaa_ZINC000257347350_79;-11.191462;-11.364858;-11.06;72;680.72;LKDXXRVXWJNUTK-ZHTVLWRQSA-L;[H]C1=C([H])c2c([H])c([H])c([H])c([H])c2/C(=N/N([H])c2c([H])c(S(=O)(=O)[O-])c(-c3c([H])c(C([H])([H])[H])c(N([H])/N=C4\C(=O)C([H])=C([H])c5c([H])c([H])c([H])c([H])c54)c([H])c3S(=O)(=O)[O-])c([H])c2C([H])([H])[H])C1=O
KKCARL.xaa_ZINC000257347417_81;-10.4959552;-10.739256;-9.438;74;719.783;HHWVPWRGKWZSML-LBBSEERRSA-L;[H]O[C@@]1([H])N(c2c([H])c([H])c(-c3nc4c([H])c([H])c(C([H])([H])[H])c(S(=O)(=O)[O-])c4s3)c([H])c2[H])N=C(C([H])([H])[H])[C@]1([H])/N=N/c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(N([H])[H])c2[H])c([H])c1S(=O)(=O)[O-]
KKCARL.xaa_ZINC000257347415_83;-10.2099648;-10.400553;-10.12;74;719.783;HHWVPWRGKWZSML-CPNCGOGQSA-L;[H]O[C@@]1([H])N(c2c([H])c([H])c(-c3nc4c([H])c([H])c(C([H])([H])[H])c(S(=O)(=O)[O-])c4s3)c([H])c2[H])N=C(C([H])([H])[H])[C@@]1([H])/N=N/c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(N([H])[H])c2[H])c([H])c1S(=O)(=O)[O-]
KKCARL.xaa_ZINC000257347414_84;-10.2704378;-10.702224;-8.966;74;719.783;HHWVPWRGKWZSML-FKLXGLPUSA-L;[H]O[C@]1([H])N(c2c([H])c([H])c(-c3nc4c([H])c([H])c(C([H])([H])[H])c(S(=O)(=O)[O-])c4s3)c([H])c2[H])N=C(C([H])([H])[H])[C@]1([H])/N=N/c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(N([H])[H])c2[H])c([H])c1S(=O)(=O)[O-]
KKCARL.xaa_ZINC000257347416_89;-10.3924752;-10.829664;-8.297;74;719.783;HHWVPWRGKWZSML-MUYJJADESA-L;[H]O[C@]1([H])N(c2c([H])c([H])c(-c3nc4c([H])c([H])c(C([H])([H])[H])c(S(=O)(=O)[O-])c4s3)c([H])c2[H])N=C(C([H])([H])[H])[C@@]1([H])/N=N/c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(N([H])[H])c2[H])c([H])c1S(=O)(=O)[O-]
KKCARL.xaa_ZINC000257347598_93;-10.6728104;-10.983807;-10.449;76;799.179;BYOICIDTLVBVTN-XNPJKURYSA-K;[H]C1=C([H])/C(=N\N([H])c2c([H])c([H])c(-c3c([H])c([H])c(N([H])/N=C4\C(=O)c5c([H])c([H])c(N([H])[H])c(/N=N/c6c([H])c([H])c(S(=O)(=O)[O-])c([H])c6Cl)c5C([H])=C4S(=O)(=O)[O-])c([H])c3[H])c([H])c2[H])C([H])=C(C(=O)[O-])C1=O
KKCARL.xaa_ZINC000257347562_97;-11.581722;-11.779623;-11.85;78;808.812;LBAISCBMCNRAKF-PEKBXLOJSA-K;[H]Oc1c(/N=N/c2c([H])c([H])c(/N=N/c3c([H])c([H])c(/N=N/c4c([H])c([H])c([H])c([H])c4[H])c4c([H])c(S(=O)(=O)[O-])c([H])c([H])c34)c3c([H])c(S(=O)(=O)[O-])c([H])c([H])c23)c(S(=O)(=O)[O-])c([H])c2c([H])c(N([H])[H])c([H])c([H])c12
KKCARL.xaa_ZINC000257347937_104;-10.0195368;-10.605666;-11.549;68;634.634;DGEMYIALEUAEPJ-BDDNXANSSA-L;[H]C1=C([H])/C(=N\N([H])c2c([H])c([H])c(-c3c([H])c([H])c(/N=N/c4c([H])c(/N=N/c5c([H])c([H])c(S(=O)(=O)[O-])c([H])c5[H])c(N([H])[H])c([H])c4N([H])[H])c([H])c3[H])c([H])c2[H])C([H])=C(C(=O)[O-])C1=O
KKCARL.xaa_ZINC000257351805_110;-11.2641761;-11.851325;-12.198;68;650.698;HFHIDKQMGIGARX-ATXIYDNESA-L;[H]c1c([H])c(-c2c([H])c([H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c4c([H])c([H])c([H])c([H])c4c3N([H])[H])c([H])c2[H])c([H])c([H])c1/N=N/c1c([H])c(S(=O)(=O)[O-])c2c([H])c([H])c([H])c([H])c2c1N([H])[H]
KKCARL.xaa_ZINC000257373237_114;-11.0747579;-11.5893755;-10.781;82;784.85;FRVYAXVAAPPAOV-NYMLMHFISA-L;[H]C1=C([H])c2c([H])c(S(=O)(=O)[O-])c([H])c(S(=O)(=O)[O-])c2/C(=N/N([H])c2c([H])c([H])c(-c3c([H])c([H])c(/N=N/c4c([H])c([H])c(OS(=O)(=O)c5c([H])c([H])c(C([H])([H])[H])c([H])c5[H])c([H])c4[H])c(C([H])([H])[H])c3[H])c([H])c2C([H])([H])[H])C1=O
KKCARL.xaa_ZINC000003830554_125;-11.2641761;-11.851325;-12.095;68;650.698;HFHIDKQMGIGARX-ATXIYDNESA-L;[H]c1c([H])c(-c2c([H])c([H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c4c([H])c([H])c([H])c([H])c4c3N([H])[H])c([H])c2[H])c([H])c([H])c1/N=N/c1c([H])c(S(=O)(=O)[O-])c2c([H])c([H])c([H])c([H])c2c1N([H])[H]
KKCARL.xaa_ZINC000004235564_140;-12.010862;-12.333359;-11.913;66;635.683;DJRZPZBRKRAGBD-XGMUGIETSA-L;[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(/N=N/c3c([H])c([H])c(/N=N/c4c([H])c([H])c([H])c(S(=O)(=O)[O-])c4[H])c4c([H])c([H])c([H])c([H])c34)c3c([H])c([H])c([H])c(S(=O)(=O)[O-])c23)c([H])c1[H]
KKCARL.xaa_ZINC000004235562_141;-11.8843018;-12.521459;-12.683;74;678.752;PYPYDHUIORYEHW-HVMBLDELSA-L;[H]c1c([H])c(-c2c([H])c([H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c4c([H])c([H])c([H])c([H])c4c3N([H])[H])c(C([H])([H])[H])c2[H])c([H])c(C([H])([H])[H])c1/N=N/c1c([H])c(S(=O)(=O)[O-])c2c([H])c([H])c([H])c([H])c2c1N([H])[H]
KKCARL.xaa_ZINC000150340090_145;-11.0747579;-11.5893755;-10.95;82;784.85;FRVYAXVAAPPAOV-NYMLMHFISA-L;[H]C1=C([H])c2c([H])c(S(=O)(=O)[O-])c([H])c(S(=O)(=O)[O-])c2/C(=N/N([H])c2c([H])c([H])c(-c3c([H])c([H])c(/N=N/c4c([H])c([H])c(OS(=O)(=O)c5c([H])c([H])c(C([H])([H])[H])c([H])c5[H])c([H])c4[H])c(C([H])([H])[H])c3[H])c([H])c2C([H])([H])[H])C1=O
KKCARL.xaa_ZINC000150341413_146;-11.248108399999998;-11.86126;-11.445;72;710.71;PZUOKFPMYKORLY-UHFFFAOYSA-J;[H]c1c([H])c([H])c(-n2[n-]c(C([H])([H])[H])c(/N=N/c3c([H])c([H])c(-c4c([H])c([H])c(/N=N/c5c(C([H])([H])[H])[n-]n(-c6c([H])c([H])c([H])c([H])c6[H])c5=O)c([H])c4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3[H])c2=O)c([H])c1[H]
KKCARL.xaa_ZINC000150341417_147;-11.248108399999998;-11.86126;-11.44;72;710.71;PZUOKFPMYKORLY-UHFFFAOYSA-J;[H]c1c([H])c([H])c(-n2[n-]c(C([H])([H])[H])c(/N=N/c3c([H])c([H])c(-c4c([H])c([H])c(/N=N/c5c(C([H])([H])[H])[n-]n(-c6c([H])c([H])c([H])c([H])c6[H])c5=O)c([H])c4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3[H])c2=O)c([H])c1[H]
KKCARL.xaa_ZINC000004365791_148;-10.6675394;-11.192472;-11.213;67;651.682;MVRYWZRPSQLVLX-DWYGXQEHSA-L;[H]C1=C(S(=O)(=O)[O-])c2c([H])c([H])c([H])c([H])c2C(=O)/C1=N\N([H])c1c([H])c([H])c(-c2c([H])c([H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c4c([H])c([H])c([H])c([H])c4c3N([H])[H])c([H])c2[H])c([H])c1[H]
KKCARL.xaa_ZINC000004366416_150;-12.2337688;-13.010497;-11.88;69;649.71;JLGHRHTZYNYXMD-JKWOPUAESA-L;[H]c1c([H])c(/N=N/c2c([H])c([H])c(/N=N/c3c([H])c([H])c(N([H])c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c4c(S(=O)(=O)[O-])c([H])c([H])c([H])c34)c3c([H])c([H])c([H])c([H])c23)c([H])c(S(=O)(=O)[O-])c1[H]
KKCARL.xaa_ZINC000100746759_164;-10.193435;-10.479373;-10.573;66;569.013;ZJERQPDJSOJQDI-NIPCXDTPSA-L;[H]/C(=C1/C(=O)[N-]C(=O)N(c2c([H])c([H])c([C@]34C([H])([H])[C@@]5([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C5([H])[H])C3([H])[H])C4([H])[H])c([H])c2[H])C1=O)c1oc(-c2c([H])c(C(=O)[O-])c([H])c([H])c2Cl)c([H])c1[H]
KKCARL.xaa_ZINC000100792007_171;-10.0697116;-10.450818;-11.654;56;527.009;ATUVKEPRGXAKSK-UHFFFAOYSA-L;[H]/C(=N\c1c([H])c([H])c([H])c([H])c1-c1nnc(SC([H])([H])c2c([H])c([H])c([H])c([H])c2Cl)[n-]c1=O)c1c(C([H])([H])[H])[n-]n(-c2c([H])c([H])c([H])c([H])c2[H])c1=O
KKCARL.xaa_ZINC000150405484_175;-10.7278428;-11.209581;-11.601;78;726.88;AHAPMEIMCAOHFB-OCEACIFDSA-L;[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C(=O)/C(=C3\SC(=S)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])c4c([H])c([H])c([H])c([H])c4C(=O)[O-])C3=O)SC2=S)c(C(=O)[O-])c1[H]
KKCARL.xaa_ZINC000150406698_176;-11.1244736;-11.648094;-10.944;78;726.88;SESMTBSXIRXFSB-OCEACIFDSA-L;[H]c1c([H])c(C(=O)[O-])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C(=O)/C(=C3\SC(=S)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])c4c([H])c([H])c([H])c(C(=O)[O-])c4[H])C3=O)SC2=S)c1[H]
KKCARL.xaa_ZINC000100929789_185;-10.500813;-10.991326;-11.67;57;544.402;ISSGVCSDNSAGMQ-UHFFFAOYSA-L;[H]/C(=N\c1nc(/N=C(\[H])c2c(C([H])([H])[H])[n-]n(-c3c([H])c([H])c([H])c(Cl)c3[H])c2=O)c([H])c([H])c1[H])c1c(C([H])([H])[H])[n-]n(-c2c([H])c([H])c([H])c(Cl)c2[H])c1=O
KKCARL.xaa_ZINC000150662185_189;-10.989936599999998;-11.333768;-10.636;79;785.818;HXVMYSQLSPLWNW-UHFFFAOYSA-K;[H]c1c([H])c(OS(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1/N=N/c1c([H])c([H])c(-c2c([H])c([H])c(/N=N/c3c(C([H])([H])[H])[n-]n(-c4c([H])c([H])c(S(=O)(=O)[O-])c([H])c4[H])c3=O)c([H])c2[H])c([H])c1S(=O)(=O)[O-]
KKCARL.xaa_ZINC000150662463_190;-11.2284282;-11.591255;-11.627;82;830.862;MNFWYVMQQSKQDS-UIERLQMHSA-K;[H]C1=C([H])/C(=N\N([H])c2c([H])c([H])c(-c3c([H])c([H])c(/N=N/c4c([H])c([H])c(N([H])/N=C5\C(=O)c6c(c([H])c(S(=O)(=O)[O-])c([H])c6N([H])[H])C([H])=C5[S@@](=O)([O-])=S)c5c([H])c([H])c([H])c([H])c45)c([H])c3[H])c([H])c2[H])C([H])=C(C(=O)[O-])C1=O
KKCARL.xaa_ZINC000169715521_199;-11.4187346;-11.869221;-10.382;83;868.801;DKSBGCIXSMNDOS-VPFKKYHESA-J;[H]C1=C2C([H])=C([H])/C(=[N+](/[H])N([H])c3c([H])c(S(=O)(=O)[O-])c(N([H])C([H])([H])C(=O)[O-])c([H])c3N([H])[H])C([H])=C2C(=O)C(/N=N/c2c([H])c([H])c([H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c(N([H])C([H])([H])C(=O)[O-])c([H])c3N([H])[H])c2[H])=C1S(=O)(=O)[O-]
KKCARL.xaa_ZINC000169730994_203;-12.3820804;-13.168048;-11.233;82;864.874;XFUDRSZJCBDNPN-QYGUTFKISA-J;[H]c1c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c4c([H])c([H])c([H])c(S(=O)(=O)[O-])c4c3[H])c(C([H])([H])[H])c2[H])c([H])c(C([H])([H])[H])c1/N=N/c1c([H])c(S(=O)(=O)[O-])c2c([H])c([H])c([H])c(S(=O)(=O)[O-])c2c1[H]
KKCARL.xaa_ZINC000225105524_213;-10.332526;-11.088165;-11.052;70;768.658;ZGSYLWCNKNMUAJ-UHFFFAOYSA-H;[H]c1c([H])c([H])c(-n2[n-]c(C(=O)[O-])c(/N=N/c3c([H])c([H])c(-c4c([H])c([H])c(/N=N/c5c(C(=O)[O-])[n-]n(-c6c([H])c([H])c([H])c([H])c6[H])c5=O)c([H])c4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3[H])c2=O)c([H])c1[H]
KKCARL.xaa_ZINC000101153601_216;-10.444489;-10.695957;-11.164;57;570.681;MQMMDCJBVHZCGK-UHFFFAOYSA-M;[H]c1nc([N-]S(=O)(=O)c2c([H])c([H])c(/N=C(/c3c(-c4c([H])c([H])c([H])c([H])c4[H])[n-]n(-c4nc5c([H])c([H])c([H])c([H])c5s4)c3=O)C([H])([H])[H])c([H])c2[H])sc1[H]
KKCARL.xaa_ZINC000094313272_222;-10.1579434;-11.409932;-11.838;93;821.721;NKEYRLVORYSIBB-UHFFFAOYSA-L;[H]c1nc(C([H])([H])N(C([H])([H])c2nc([H])c([H])c([H])c2[H])C([H])([H])c2c3oc4c(C([H])([H])N(C([H])([H])c5nc([H])c([H])c([H])c5[H])C([H])([H])c5nc([H])c([H])c([H])c5[H])c([O-])c(Cl)c([H])c4c(-c4c([H])c([H])c([H])c([H])c4C(=O)[O-])c-3c([H])c(Cl)c2=O)c([H])c([H])c1[H]
KKCARL.xaa_ZINC000095101004_225;-11.5297092;-12.992977;-10.738;58;638.548;ZEPZIHLVQWJSEI-OCHFTUDZSA-J;[H]C1=C([H])/C(=N\N([H])c2c([H])c([H])c(-c3c([H])c([H])c(N([H])/N=C4\C([H])=C([H])C(=O)C(C(=O)[O-])=C4[H])c([H])c3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2[H])C([H])=C(C(=O)[O-])C1=O
KKCARL.xaa_ZINC000095538276_227;-10.3836542;-11.158076;-11.264;77;789.782;OJWWQROAEXSSTO-NFSGFYSESA-J;[H]Oc1c(/N=N/c2c([H])c(C([H])([H])[H])c(/N=N/c3c([H])c(S(=O)(=O)[O-])c([H])c4c([H])c(S(=O)(=O)[O-])c([H])c([O-])c34)c([H])c2OC([H])([H])[H])c(S(=O)(=O)[O-])c([H])c2c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c12
KKCARL.xaa_ZINC000095832026_230;-11.248108399999998;-11.86126;-11.627;72;710.71;PZUOKFPMYKORLY-UHFFFAOYSA-J;[H]c1c([H])c([H])c(-n2[n-]c(C([H])([H])[H])c(/N=N/c3c([H])c([H])c(-c4c([H])c([H])c(/N=N/c5c(C([H])([H])[H])[n-]n(-c6c([H])c([H])c([H])c([H])c6[H])c5=O)c([H])c4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3[H])c2=O)c([H])c1[H]
KKCARL.xaa_ZINC000095866663_231;-10.812885;-11.25919;-10.171;66;652.666;YKSOECRFMYDKNH-XGHKFRFXSA-L;[H]C1=C([H])c2c([H])c([H])c([H])c([H])c2/C(=N/N([H])c2c([H])c([H])c(-c3c([H])c([H])c(N([H])/N=C4\C(=O)C([H])=C([H])c5c([H])c([H])c([H])c([H])c54)c([H])c3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2[H])C1=O
KKCARL.xaa_ZINC000096913817_244;-10.3493991;-10.977423;-11.453;64;803.0;CMULQLINGZUNGY-UHFFFAOYSA-J;[H]c1c([H])c(N([H])c2nc(Cl)nc(N([H])c3c([H])c([H])c(S(=O)(=O)[O-])c(/N=N/c4c(C([H])([H])[H])[n-]n(-c5c([H])c(Cl)c(S(=O)(=O)[O-])c([H])c5Cl)c4=O)c3[H])n2)c([H])c(S(=O)(=O)[O-])c1[H]
KKCARL.xaa_ZINC000097962001_277;-10.9262884;-11.632387;-11.927;61;651.22;SEVHNJLZISQMII-UHFFFAOYSA-M;[H]c1nc([N-]S(=O)(=O)c2c([H])c([H])c(/N=C(/c3c(C([H])([H])Sc4c([H])c([H])c(Cl)c([H])c4[H])[n-]n(-c4nc5c([H])c([H])c([H])c([H])c5s4)c3=O)C([H])([H])[H])c([H])c2[H])sc1[H]
KKCARL.xaa_ZINC000150491100_280;-10.846648300000002;-11.815243;-9.484;85;756.723;UMNIBIBUKUEGOJ-UHFFFAOYSA-L;[H]c1c([H])c(N2C(=O)c3c([H])c([H])c(C(=O)[O-])c([H])c3C2=O)c([H])c([H])c1Oc1c([H])c([H])c(C(c2c([H])c([H])c(Oc3c([H])c([H])c(N4C(=O)c5c([H])c([H])c(C(=O)[O-])c([H])c5C4=O)c([H])c3[H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
KKCARL.xaa_ZINC000008385488_290;-11.0924088;-11.463331;-12.158;80;784.784;MCXHECMXNQTDIG-UHFFFAOYSA-L;[H]c1c([H])c([H])c2c(c1[H])C(=O)c1c(c(N([H])c3c([H])c([H])c(-c4c([H])c([H])c(N([H])c5c([H])c(S(=O)(=O)[O-])c(N([H])[H])c6c5C(=O)c5c([H])c([H])c([H])c([H])c5C6=O)c([H])c4[H])c([H])c3[H])c([H])c(S(=O)(=O)[O-])c1N([H])[H])C2=O
KKBARM.xaa_ZINC000102660287_0;-10.250282000000002;-10.645049;-10.213;53;549.415;YSFQQUPQDIDKDB-SEXPAEGTSA-M;[H]/C(c1c([H])c(Cl)c([O-])c(Cl)c1[H])=c1\sc2n(c1=O)[C@]([H])(c1c([H])c([H])c([H])c([N+](=O)[O-])c1[H])C1=C(N=2)c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H]
KKBARM.xaa_ZINC000102660289_1;-10.3139117;-10.616345;-8.964;53;549.415;YSFQQUPQDIDKDB-XOBACGFXSA-M;[H]/C(c1c([H])c(Cl)c([O-])c(Cl)c1[H])=c1\sc2n(c1=O)[C@@]([H])(c1c([H])c([H])c([H])c([N+](=O)[O-])c1[H])C1=C(N=2)c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H]
KKBARM.xaa_ZINC000097982524_2;-10.242307;-10.68182;-11.806;60;552.614;XGYPDWVXPOOPPN-UHFFFAOYSA-M;[H]c1c([H])c([N+](=O)[O-])c([H])c(S(=O)(=O)[N-]c2nc3c([H])c([H])c([H])c([H])c3nc2N([H])c2sc3c(c2C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c1[H]
KKBARM.xaa_ZINC000097983619_5;-11.6290996;-12.065145;-12.585;62;589.635;BKSQNJIDCGAAEN-UHFFFAOYSA-N;[H]c1c([H])c([N+](=O)[O-])c([H])c(S(=O)(=O)[N-]c2nc3c([H])c([H])c([H])c([H])c3nc2N([H])c2c([H])c([H])c(N([H])S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c1[H]
KKBARM.xaa_ZINC000097984625_7;-10.8302054;-11.69414;-12.227;60;537.581;ZKRWXMWXSOXVSY-UHFFFAOYSA-N;[H]c1c([H])c([N+](=O)[O-])c([H])c(S(=O)(=O)[N-]c2nc3c([H])c([H])c([H])c([H])c3nc2N([H])c2c([H])c([H])c3c(c2[H])c2c([H])c([H])c([H])c([H])c2n3C([H])([H])C([H])([H])[H])c1[H]
KKBARM.xaa_ZINC000097984623_8;-10.0178158;-10.982;-12.306;60;587.059;FKAMSYLLNMUYSM-UHFFFAOYSA-M;[H]c1c([H])c([N+](=O)[O-])c([H])c(S(=O)(=O)[N-]c2nc3c([H])c([H])c([H])c([H])c3nc2N([H])c2sc3c(c2C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c1Cl
KKBARM.xaa_ZINC000102723882_13;-10.007991;-10.595761;-9.958;57;528.932;HWGDPNJGNONPJH-UHFFFAOYSA-M;[H]/C(=C1\C(=O)N(C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])C(=O)N1[H])c1c(-c2c([H])c([H])c(Cl)c([H])c2[H])[n-]n(-c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])c1=O
KKBARM.xaa_ZINC000102723894_15;-11.021341;-11.382983;-11.392;66;536.568;QVOZBPWNKMSYBK-UHFFFAOYSA-M;[H]/C(=C1\C(=O)N(C([H])([H])c2c([H])c([H])c([H])c([N+](=O)[O-])c2[H])C(=O)N1[H])c1c(C([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])[n-]n(-c2c([H])c([H])c([H])c(C([H])([H])[H])c2C([H])([H])[H])c1=O
KKBARM.xaa_ZINC000008432401_17;-10.220189;-10.813782;-10.027;59;543.943;XCZSPVCHMPKNSY-HSZRJFAPSA-M;[H]c1c([H])c([H])c(-c2c(C3=NN(C(=O)C([H])([H])C([H])([H])C(=O)[O-])[C@@]([H])(c4c([H])c([H])c([H])c([N+](=O)[O-])c4[H])C3([H])[H])c(=O)n([H])c3c([H])c([H])c(Cl)c([H])c23)c([H])c1[H]
